disease,symptom
Food allergy -- walnuts,Facial swelling
Food allergy -- walnuts,Breathing difficulties
Food allergy -- walnuts,Sore eyes
Food allergy -- walnuts,Mouth tingling
Food allergy -- walnuts,Headaches
Food allergy -- walnuts,Itchy mouth
Food allergy -- walnuts,Lip redness
Food allergy -- walnuts,Facial redness
Food allergy -- walnuts,Skin flushing
Food allergy -- walnuts,Runny nose
Food allergy -- walnuts,Constipations
Food allergy -- walnuts,Shortness of breath or wheezing
Food allergy -- walnuts,Diarrhea
Food allergy -- walnuts,Abdominal pain
Food allergy -- walnuts,Sneezing
Food allergy -- walnuts,Itching
Food allergy -- walnuts,Red eyes
Food allergy -- walnuts,Itchy eyes
Food allergy -- walnuts,Asthma
Food allergy -- walnuts,Hoarseness
Food allergy -- walnuts,Sleep disturbances
Food allergy -- wheat,Nausea
Food allergy -- wheat,Hives
Food allergy -- wheat,Watery eyes
Food allergy -- wheat,Low blood pressure
Food allergy -- wheat,Lightheadedness
Food allergy -- wheat,Sinus pain
Food allergy -- wheat,Eczema
Food allergy -- wheat,Throat swelling
Food allergy -- wheat,Cough
Food allergy -- wheat,Swelling around lips
Food allergy -- wheat,Tongue swelling
Food allergy -- wheat,Facial swelling
Food allergy -- wheat,Breathing difficulties
Food allergy -- wheat,Sore eyes
Food allergy -- wheat,Mouth tingling
Food allergy -- wheat,Headaches
Food allergy -- wheat,Itchy mouth
Food allergy -- wheat,Lip redness
Food allergy -- wheat,Facial redness
Food allergy -- wheat,Skin flushing
Food allergy -- wheat,Runny nose
Food allergy -- wheat,Constipations
Food allergy -- wheat,Blood in stool in infants
Food allergy -- wheat,Shortness of breath or wheezing
Food allergy -- wheat,Diarrhea
Food allergy -- wheat,Abdominal pain
Food allergy -- wheat,Sneezing
Food allergy -- wheat,Poor infant growth
Food allergy -- wheat,Itching
Food allergy -- wheat,Colic in infants
Food allergy -- wheat,Red eyes
Food allergy -- wheat,Itchy eyes
Food allergy -- wheat,Asthma
Food allergy -- wheat,Hoarseness
Food allergy -- wheat,Sleep disturbances
Hydatidosis,Enlarged liver
Hydatidosis,Hives
Hydatidosis,Blood vessel compression
Hydatidosis,Infections
Hydatidosis,Vitamin deficiencies
Hydatidosis,Mineral deficiencies
Hydatidosis,Jaundice
Hydatidosis,Organ compression
Hydatidosis,Abdominal pain
Hydatidosis,Cholangitis
Hydatidosis,Eosinophilia
Food allergy -- thyme,Nausea
Food allergy -- thyme,Hives
Food allergy -- thyme,Watery eyes
Food allergy -- thyme,Low blood pressure
Food allergy -- thyme,Lightheadedness
Food allergy -- thyme,Sinus pain
Food allergy -- thyme,Eczema
Food allergy -- thyme,Throat swelling
Food allergy -- thyme,Cough
Food allergy -- thyme,Swelling around lips
Food allergy -- thyme,Tongue swelling
Food allergy -- thyme,Facial swelling
Food allergy -- thyme,Breathing difficulties
Food allergy -- thyme,Sore eyes
Food allergy -- thyme,Mouth tingling
Food allergy -- thyme,Headaches
Food allergy -- thyme,Itchy mouth
Food allergy -- thyme,Lip redness
Food allergy -- thyme,Facial redness
Food allergy -- thyme,Skin flushing
Food allergy -- thyme,Runny nose
Food allergy -- thyme,Constipations
Food allergy -- thyme,Shortness of breath or wheezing
Food allergy -- thyme,Diarrhea
Food allergy -- thyme,Abdominal pain
Food allergy -- thyme,Sneezing
Food allergy -- thyme,Itching
Food allergy -- thyme,Red eyes
Food allergy -- thyme,Itchy eyes
Food allergy -- thyme,Asthma
Food allergy -- thyme,Hoarseness
Food allergy -- thyme,Sleep disturbances
Kidney damage -- copper,Kidney dysfunction
Kidney damage -- copper,Kidney damage
Kidney damage -- copper,Proteinuria
Kidney damage -- copper,Impaired electrolyte balance
Kidney damage -- copper,Increased blood urea level
Kidney damage -- copper,Enzymuria
Kidney damage -- copper,Impaired body water balance
Kidney damage -- copper,Tubular necrosis
Kidney damage -- copper,Increased hydrogen ion level in blood
Kidney damage -- copper,Increased blood electrolyte level
Kidney damage -- copper,Increased blood pressure
Kidney damage -- paints,Kidney dysfunction
Kidney damage -- paints,Kidney damage
Kidney damage -- paints,Proteinuria
Kidney damage -- paints,Impaired electrolyte balance
Kidney damage -- paints,Increased blood urea level
Kidney damage -- paints,Enzymuria
Kidney damage -- paints,Impaired body water balance
Kidney damage -- paints,Tubular necrosis
Kidney damage -- paints,Increased hydrogen ion level in blood
Kidney damage -- paints,Increased blood electrolyte level
Kidney damage -- paints,Increased blood pressure
Kidney damage -- silica,Kidney dysfunction
Kidney damage -- silica,Kidney damage
Kidney damage -- silica,Proteinuria
Kidney damage -- silica,Impaired electrolyte balance
Kidney damage -- silica,Increased blood urea level
Kidney damage -- silica,Enzymuria
Kidney damage -- silica,Impaired body water balance
Kidney damage -- silica,Tubular necrosis
Kidney damage -- silica,Increased hydrogen ion level in blood
Kidney damage -- silica,Increased blood electrolyte level
Kidney damage -- silica,Increased blood pressure
Kidney damage -- silver,Kidney dysfunction
Kidney damage -- silver,Kidney damage
Kidney damage -- silver,Proteinuria
Kidney damage -- silver,Impaired electrolyte balance
Kidney damage -- silver,Increased blood urea level
Kidney damage -- silver,Enzymuria
Kidney damage -- silver,Impaired body water balance
Kidney damage -- silver,Tubular necrosis
Kidney damage -- silver,Increased hydrogen ion level in blood
Kidney damage -- silver,Increased blood electrolyte level
Kidney damage -- silver,Increased blood pressure
Neck cancer,Swallowing pain
Neck cancer,Breathing difficulties
Neck cancer,Headaches
Neck cancer,Haemoptysis
Neck cancer,Throat ulcers
Neck cancer,Dysphagia
Neck cancer,Neck pain
Neck cancer,Ear anomalies
Neck cancer,Lumps in the neck
Neck cancer,Ear pain
Neck cancer,Changes in voice
Anti-social personality disorder,Hostility
Anti-social personality disorder,Impulsive behaviour
Anti-social personality disorder,Unresponsive to punishment
Anti-social personality disorder,Symptoms of conduct disorder
Anti-social personality disorder,Blame their behaviour on others
Anti-social personality disorder,Isolation
Anti-social personality disorder,Irresponsibility
Anti-social personality disorder,Lack of social values
Anti-social personality disorder,Excessive fighting
Anti-social personality disorder,Manipulative
Anti-social personality disorder,Emotional immaturity
Anti-social personality disorder,Lack of guilt
Anti-social personality disorder,Callousness
Anti-social personality disorder,Aggression
Anti-social personality disorder,Antisocial behavior
Anti-social personality disorder,Poor judgment
Anti-social personality disorder,Excessive drinking
Anti-social personality disorder,Impulsiveness
Hemorrhagic prostatic cyst,"Non-tendered fluctuation over the prostate, masquerading as an abscess-like lesion"
Hemorrhagic prostatic cyst,Elevated psa antigen
Hemorrhagic prostatic cyst,Sterile urine
Carnitine deficiency syndromes,Encephalopathy
Carnitine deficiency syndromes,Impaired heart function
Carnitine deficiency syndromes,Muscle weakness
Cramp,Loss of muscle contraction control
Cramp,Muscle pain
Cramp,Loss of muscle function
Gall bladder conditions,Nausea
Gall bladder conditions,Enlarged gallbladder
Gall bladder conditions,Jaundice
Gall bladder conditions,Gallbladder problems
Gall bladder conditions,Abdominal pain
Gall bladder conditions,Anorexia
Eaf,Breathing difficulties
Eaf,Nasal obstruction
Eaf,Increased nose size
Eaf,Nasal mass
Superficial spreading melanoma,Skin lesion with irregular border
Superficial spreading melanoma,Asymmetrical skin lesion
Superficial spreading melanoma,Skin lesion
Superficial spreading melanoma,Dark flat skin lesion
Superficial spreading melanoma,"Discolored, raised skin lesion"
Tay sachs,Loss of learned skills
Tay sachs,Paralysis
Tay sachs,Blindness
Tay sachs,Dementia
Tay sachs,Muscle atrophy
Tay sachs,Unable to swallow
Tay sachs,Loss of smiling
Tay sachs,Loss of crawling
Tay sachs,Loss of grabbing
Tay sachs,Loss of rolling over
Tay sachs,Deafness
Tay sachs,Cherry-red spots in the back of the eyes
Pneumocystosis,Cough
Pneumocystosis,Fever
Pneumocystosis,Progressive shortness of breath
Pneumocystosis,Rapid breathing
"Primary glaucoma, congenital",Sensitivity to light
"Primary glaucoma, congenital",Excessive tearing
"Primary glaucoma, congenital",Eyelid spasms
"Primary glaucoma, congenital",Increased eye pressure
"Primary glaucoma, congenital",Vision loss
Tumor,Swelling
Tumor,Lumps
Tumor,Inflammation
Black nightshade poisoning,Nausea
Black nightshade poisoning,Burning throat sensation
Black nightshade poisoning,Anticholinergic effects
Black nightshade poisoning,Dizziness
Black nightshade poisoning,Hallucinations
Black nightshade poisoning,Delayed gastrointestinal emptying - due to anticholinergic effect
Black nightshade poisoning,Visual changes
Black nightshade poisoning,Headaches
Black nightshade poisoning,Jaundice
Black nightshade poisoning,Dilated pupils
Black nightshade poisoning,Loss of sensation
Black nightshade poisoning,Diarrhea
Black nightshade poisoning,Sweating
Black nightshade poisoning,Asthenia
Black nightshade poisoning,Abdominal pain
Black nightshade poisoning,Hypothermia
Black nightshade poisoning,Fever
Black nightshade poisoning,Abdominal cramps
Black nightshade poisoning,Excessive salivation
Dandy-walker syndrome,Increased pressure inside skull
Dandy-walker syndrome,Progressive head enlargement
Dandy-walker syndrome,Bulge at back of skull
Dandy-walker syndrome,Hyperirritability
Dandy-walker syndrome,Progressive macrocrania (abnormally enlarged skull)
Dandy-walker syndrome,Symptoms of increased intracranial pressure
Dandy-walker syndrome,Optic disk swelling
Dandy-walker syndrome,Symptoms of cerebellar dysfunction
Dandy-walker syndrome,Nystagmus (jerky eyes)
Dandy-walker syndrome,Congested scalp veins
Dandy-walker syndrome,Dilatation of fourth brain ventricle
Dandy-walker syndrome,Irritability
Dandy-walker syndrome,Bulging anterior fontanelle
Dandy-walker syndrome,Jerky eye movements
Dandy-walker syndrome,Convulsions
Dandy-walker syndrome,Thinning of occipital squama
Dandy-walker syndrome,Bradypnea
Dandy-walker syndrome,Long head
Dandy-walker syndrome,Ataxia
Dandy-walker syndrome,Increased head circumference
Dandy-walker syndrome,Cranial nerve dysfunction
Dandy-walker syndrome,Abnormal breathing patterns
Dandy-walker syndrome,Slow motor development
Dandy-walker syndrome,Increased intracranial pressure
Dandy-walker syndrome,Unsteadiness
Dandy-walker syndrome,Swelling of the brain (hydrocephalus)
Dandy-walker syndrome,Incoordination
Kearns-sayre syndrome,Short statures
Kearns-sayre syndrome,Hearing loss
Kearns-sayre syndrome,Eye muscle paralysis
Kearns-sayre syndrome,Mild skeletal muscle weakness
Kearns-sayre syndrome,Endocrine disorders
Kearns-sayre syndrome,Chronic retinal inflammation
Kearns-sayre syndrome,Heart block
Kearns-sayre syndrome,Cognitive dysfunction
Kearns-sayre syndrome,Cardiomyopathy
Kearns-sayre syndrome,Ataxia
Kearns-sayre syndrome,Impaired ability to control voluntary movements
Kearns-sayre syndrome,Increased cerebrospinal fluid protein
Kearns-sayre syndrome,Myopathy
Kearns-sayre syndrome,Cardiac conduction defects
Kearns-sayre syndrome,Heart disease
Kearns-sayre syndrome,Progressive external ophthalmoplegia
Kearns-sayre syndrome,Progressive paralysis of eye muscles
Food allergy -- cherry,Nausea
Food allergy -- cherry,Hives
Food allergy -- cherry,Watery eyes
Food allergy -- cherry,Low blood pressure
Food allergy -- cherry,Lightheadedness
Food allergy -- cherry,Sinus pain
Food allergy -- cherry,Eczema
Food allergy -- cherry,Throat swelling
Food allergy -- cherry,Cough
Food allergy -- cherry,Swelling around lips
Food allergy -- cherry,Tongue swelling
Food allergy -- cherry,Facial swelling
Food allergy -- cherry,Breathing difficulties
Food allergy -- cherry,Sore eyes
Food allergy -- cherry,Mouth tingling
Food allergy -- cherry,Headaches
Food allergy -- cherry,Itchy mouth
Food allergy -- cherry,Lip redness
Food allergy -- cherry,Facial redness
Food allergy -- cherry,Skin flushing
Food allergy -- cherry,Runny nose
Food allergy -- cherry,Constipations
Food allergy -- cherry,Shortness of breath or wheezing
Food allergy -- cherry,Diarrhea
Food allergy -- cherry,Abdominal pain
Food allergy -- cherry,Sneezing
Food allergy -- cherry,Itching
Food allergy -- cherry,Red eyes
Food allergy -- cherry,Itchy eyes
Food allergy -- cherry,Asthma
Food allergy -- cherry,Hoarseness
Food allergy -- cherry,Sleep disturbances
Food allergy -- cinnamon,Nausea
Food allergy -- cinnamon,Hives
Food allergy -- cinnamon,Watery eyes
Food allergy -- cinnamon,Low blood pressure
Food allergy -- cinnamon,Lightheadedness
Food allergy -- cinnamon,Sinus pain
Food allergy -- cinnamon,Eczema
Food allergy -- cinnamon,Throat swelling
Food allergy -- cinnamon,Cough
Food allergy -- cinnamon,Swelling around lips
Food allergy -- cinnamon,Tongue swelling
Food allergy -- cinnamon,Facial swelling
Food allergy -- cinnamon,Breathing difficulties
Food allergy -- cinnamon,Sore eyes
Food allergy -- cinnamon,Mouth tingling
Food allergy -- cinnamon,Headaches
Food allergy -- cinnamon,Itchy mouth
Food allergy -- cinnamon,Lip redness
Food allergy -- cinnamon,Facial redness
Food allergy -- cinnamon,Skin flushing
Food allergy -- cinnamon,Runny nose
Food allergy -- cinnamon,Constipations
Food allergy -- cinnamon,Shortness of breath or wheezing
Food allergy -- cinnamon,Diarrhea
Food allergy -- cinnamon,Abdominal pain
Food allergy -- cinnamon,Sneezing
Food allergy -- cinnamon,Itching
Food allergy -- cinnamon,Red eyes
Food allergy -- cinnamon,Itchy eyes
Food allergy -- cinnamon,Asthma
Food allergy -- cinnamon,Hoarseness
Food allergy -- cinnamon,Sleep disturbances
Food allergy -- lychee,Nausea
Food allergy -- lychee,Hives
Food allergy -- lychee,Watery eyes
Food allergy -- lychee,Low blood pressure
Food allergy -- lychee,Lightheadedness
Food allergy -- lychee,Sinus pain
Food allergy -- lychee,Eczema
Food allergy -- lychee,Throat swelling
Food allergy -- lychee,Cough
Food allergy -- lychee,Swelling around lips
Food allergy -- lychee,Tongue swelling
Food allergy -- lychee,Facial swelling
Food allergy -- lychee,Breathing difficulties
Food allergy -- lychee,Sore eyes
Food allergy -- lychee,Mouth tingling
Food allergy -- lychee,Headaches
Food allergy -- lychee,Itchy mouth
Food allergy -- lychee,Lip redness
Food allergy -- lychee,Facial redness
Food allergy -- lychee,Skin flushing
Food allergy -- lychee,Runny nose
Food allergy -- lychee,Constipations
Food allergy -- lychee,Shortness of breath or wheezing
Food allergy -- lychee,Diarrhea
Food allergy -- lychee,Abdominal pain
Food allergy -- lychee,Sneezing
Food allergy -- lychee,Itching
Food allergy -- lychee,Red eyes
Food allergy -- lychee,Itchy eyes
Food allergy -- lychee,Asthma
Food allergy -- lychee,Hoarseness
Food allergy -- lychee,Sleep disturbances
Food allergy -- mackerel,Nausea
Food allergy -- mackerel,Hives
Food allergy -- mackerel,Watery eyes
Food allergy -- mackerel,Low blood pressure
Food allergy -- mackerel,Lightheadedness
Food allergy -- mackerel,Sinus pain
Food allergy -- mackerel,Eczema
Food allergy -- mackerel,Throat swelling
Food allergy -- mackerel,Cough
Food allergy -- mackerel,Swelling around lips
Food allergy -- mackerel,Tongue swelling
Food allergy -- mackerel,Facial swelling
Food allergy -- mackerel,Breathing difficulties
Food allergy -- mackerel,Sore eyes
Food allergy -- mackerel,Mouth tingling
Food allergy -- mackerel,Headaches
Food allergy -- mackerel,Itchy mouth
Food allergy -- mackerel,Lip redness
Food allergy -- mackerel,Facial redness
Food allergy -- mackerel,Skin flushing
Food allergy -- mackerel,Runny nose
Food allergy -- mackerel,Constipations
Food allergy -- mackerel,Shortness of breath or wheezing
Food allergy -- mackerel,Diarrhea
Food allergy -- mackerel,Abdominal pain
Food allergy -- mackerel,Sneezing
Food allergy -- mackerel,Itching
Food allergy -- mackerel,Red eyes
Food allergy -- mackerel,Itchy eyes
Food allergy -- mackerel,Asthma
Food allergy -- mackerel,Hoarseness
Food allergy -- mackerel,Sleep disturbances
Food allergy -- shrimp,Nausea
Food allergy -- shrimp,Hives
Food allergy -- shrimp,Watery eyes
Food allergy -- shrimp,Low blood pressure
Food allergy -- shrimp,Lightheadedness
Food allergy -- shrimp,Sinus pain
Food allergy -- shrimp,Eczema
Food allergy -- shrimp,Throat swelling
Food allergy -- shrimp,Cough
Food allergy -- shrimp,Swelling around lips
Food allergy -- shrimp,Tongue swelling
Food allergy -- shrimp,Facial swelling
Food allergy -- shrimp,Breathing difficulties
Food allergy -- shrimp,Sore eyes
Food allergy -- shrimp,Mouth tingling
Food allergy -- shrimp,Headaches
Food allergy -- shrimp,Itchy mouth
Food allergy -- shrimp,Lip redness
Food allergy -- shrimp,Facial redness
Food allergy -- shrimp,Skin flushing
Food allergy -- shrimp,Runny nose
Food allergy -- shrimp,Constipations
Food allergy -- shrimp,Shortness of breath or wheezing
Food allergy -- shrimp,Diarrhea
Food allergy -- shrimp,Abdominal pain
Food allergy -- shrimp,Sneezing
Food allergy -- shrimp,Itching
Food allergy -- shrimp,Red eyes
Food allergy -- shrimp,Itchy eyes
Food allergy -- shrimp,Asthma
Food allergy -- shrimp,Hoarseness
Food allergy -- shrimp,Sleep disturbances
"Leukemia, monocytic, acute",Enlarged liver
"Leukemia, monocytic, acute",Swollen lymph glands
"Leukemia, monocytic, acute",Bone pain
"Leukemia, monocytic, acute",Loss of appetite
"Leukemia, monocytic, acute",Excessive fatigue
"Leukemia, monocytic, acute",Abnormal bruising
"Leukemia, monocytic, acute",Intolerance to physical exercise
"Leukemia, monocytic, acute",Bleeding problems
"Leukemia, monocytic, acute",Joint pain
"Leukemia, monocytic, acute",Susceptibility to infections
"Leukemia, monocytic, acute",Shortness of breath when exercising
"Leukemia, monocytic, acute",Fever
"Leukemia, monocytic, acute",Increased sweating
"Leukemia, monocytic, acute",Petechiae
Paragonimiasis,Rust-colored sputum
Paragonimiasis,Night sweats
Paragonimiasis,Hemoptysis
Paragonimiasis,Dry cough
Paragonimiasis,Chest pain
Paragonimiasis,Shortness of breath or wheezing
Paragonimiasis,Diarrhea
Paragonimiasis,Urticaria
Paragonimiasis,Malaise
Paragonimiasis,Abdominal pain
Paragonimiasis,Fever
Type iv hyperlipoproteinemia,Atherosclerosis
Type iv hyperlipoproteinemia,High vldl
Type iv hyperlipoproteinemia,Increased plasma triglycerides
Type iv hyperlipoproteinemia,Increased very low density lipoproteins
Type iv hyperlipoproteinemia,Increased triglycerides
Type iv hyperlipoproteinemia,Abnormal glucose tolerance
Type iv hyperlipoproteinemia,Xanthomas
Psychiatric disorders,Hearing voices
Psychiatric disorders,Hallucinations
Psychiatric disorders,Anxiety
Psychiatric disorders,Headaches
Psychiatric disorders,Confusion
Psychiatric disorders,Depression
Psychiatric disorders,Anorexia
Buruli ulcer,Limb deformities
Buruli ulcer,Scarring
Buruli ulcer,Limb swelling
Buruli ulcer,Painless mobile skin nodule
Buruli ulcer,Skin ulcers
Pollen food allergy syndrome,Nausea
Pollen food allergy syndrome,Tongue redness
Pollen food allergy syndrome,Throat swelling
Pollen food allergy syndrome,Soft palate redness
Pollen food allergy syndrome,Swollen palate
Pollen food allergy syndrome,Tongue swelling
Pollen food allergy syndrome,Breathing difficulties
Pollen food allergy syndrome,Itchy mouth
Pollen food allergy syndrome,Lip redness
Pollen food allergy syndrome,Abdominal discomfort
Pollen food allergy syndrome,Itchy throat
Pollen food allergy syndrome,Mouth redness
Pollen food allergy syndrome,Abdominal pain
Pollen food allergy syndrome,Swollen lips
Pollen food allergy syndrome,Itchy tongue
Pollen food allergy syndrome,Itchy palate
Pollen food allergy syndrome,Swollen mouth
Pollen food allergy syndrome,Heartburn
Pollen food allergy syndrome,Itchy lips
Head cancer,Nausea
Head cancer,Smelling problems
Head cancer,Headaches
Head cancer,Mass
Head cancer,Vision problems
Palate cancer,Swallowing pain
Palate cancer,Night sweats
Palate cancer,Painful swelling
Palate cancer,Dysphagia
Palate cancer,Ulcers
Palate cancer,Lumps
Clonorchiasis,Nausea
Clonorchiasis,Pancreatitis
Clonorchiasis,Intermittent biliary duct obstruction
Clonorchiasis,Biliary duct inflammation
Clonorchiasis,Cholangiocarcinoma
Clonorchiasis,Diarrhea
Clonorchiasis,Cholelithiasis
Clonorchiasis,Abdominal pain
Clonorchiasis,Cholangitis
Clonorchiasis,Eosinophilia
Stethoscope induced allergies,Anaphylaxis
Stethoscope induced allergies,Hives
Stethoscope induced allergies,Itchy skin
Stethoscope induced allergies,Skin redness
Stethoscope induced allergies,Burning skin sensation
Stethoscope induced allergies,Skin rashes
Hypernatremia,Coma
Hypernatremia,Neurological damage
Hypernatremia,Irritability
Hypernatremia,Edema
Hypernatremia,High blood sodium level
Hypernatremia,Lethargy
Hypernatremia,Seizures
Tonsil cancer,Sore throat
Tonsil cancer,Bleeding
Tonsil cancer,Throat ulcers
Tonsil cancer,Lump in throat
Tonsil cancer,Dysphagia
Tonsil cancer,Swallowing difficulties
Tonsil cancer,Loss of taste
Tonsil cancer,Throat pain
Tonsil cancer,Mouth ulcers
Tarsal tunnel,Numbness of toes and sole of foot
Tarsal tunnel,Tingling
Tarsal tunnel,Burning
Beec,Inside out bladder
Beec,Forward displaced anus
Beec,Bladder protruding out of abdominal wall
Beec,Underdeveloped bladder neck
Beec,Forward displaced vagina
Beec,Undescended testicles
Beec,Urinary incontinence
Beec,Epispadias
Beec,Urinary reflux
Beec,Waddling gait
Beec,Abnormally located urethral opening
Naxos disease,Fainting
Naxos disease,Dense hair
Naxos disease,Rough hair
Naxos disease,Woolly hair
Naxos disease,Bristly hair
Naxos disease,Ventricular tachycardia
Naxos disease,Thickened skin on palms
Naxos disease,Thickened skin on soles
Naxos disease,Heart disease
Visceral leishmaniasis,Leukopenia
Visceral leishmaniasis,Enlarged liver
Visceral leishmaniasis,Thrombocytopenia
Visceral leishmaniasis,Red skin nodules
Visceral leishmaniasis,Scars
Visceral leishmaniasis,Skin lesions
Visceral leishmaniasis,Shallow skin ulcers
Visceral leishmaniasis,Localized adenopathy
Visceral leishmaniasis,Red skin macula
Visceral leishmaniasis,Lymphadenopathy
Visceral leishmaniasis,Fever
Visceral leishmaniasis,Hemorrhages
Visceral leishmaniasis,Anorexia
Retinoschisis,Squinting
Retinoschisis,Hemeralopia
Retinoschisis,Reduced central vision
Retinoschisis,Macular atrophy
Retinoschisis,Progressive vision impairment - progresses slowly
Retinoschisis,Macula anomalies - cystic lesion
Retinoschisis,Progressively impaired sharpness of vision
Retinoschisis,Split in retina
Retinoschisis,Reading difficulty
Retinoschisis,Splitting of the retina
Retinoschisis,Impaired vision
Pelvic cancer,Nausea
Pelvic cancer,Bowel incontinence
Pelvic cancer,Bladder incontinence
Pelvic cancer,Enlarge lymph nodes
Pelvic cancer,Vaginal bleeding
Pelvic cancer,Pelvic pain
Pelvic cancer,Abdominal pain
Pelvic cancer,Lumps
Ear infection,Nausea
Ear infection,Hearing loss
Ear infection,Problems with balance
Ear infection,Ear discharge
Ear infection,Ear inflammation
Ear infection,Ear swelling
Ear infection,Ear pain
Carbamate insecticide poisoning,Salivations
Carbamate insecticide poisoning,Coma
Carbamate insecticide poisoning,Peripheral muscular weakness
Carbamate insecticide poisoning,Reduced blood pressure
Carbamate insecticide poisoning,Paralysis
Carbamate insecticide poisoning,Bronchospasm
Carbamate insecticide poisoning,Restlessness
Carbamate insecticide poisoning,Anxiety
Carbamate insecticide poisoning,Tenesmus
Carbamate insecticide poisoning,Rales
Carbamate insecticide poisoning,Constricted pupils
Carbamate insecticide poisoning,Tachycardia
Carbamate insecticide poisoning,Shortness of breath or wheezing
Carbamate insecticide poisoning,Diarrhea
Carbamate insecticide poisoning,Miosis
Carbamate insecticide poisoning,Convulsions
Carbamate insecticide poisoning,Bradycardia
Carbamate insecticide poisoning,Tremors
Carbamate insecticide poisoning,Lacrimation
Carbamate insecticide poisoning,Cyanosis
Carbamate insecticide poisoning,Muscle twitching
Carbamate insecticide poisoning,Abdominal cramps
Carbamate insecticide poisoning,Rhonchi
Carbamate insecticide poisoning,Diaphoresis
Carbamate insecticide poisoning,Skeletal muscle fasciculations
Food allergy -- codfish,Nausea
Food allergy -- codfish,Hives
Food allergy -- codfish,Watery eyes
Food allergy -- codfish,Low blood pressure
Food allergy -- codfish,Lightheadedness
Food allergy -- codfish,Sinus pain
Food allergy -- codfish,Eczema
Food allergy -- codfish,Throat swelling
Food allergy -- codfish,Cough
Food allergy -- codfish,Swelling around lips
Food allergy -- codfish,Tongue swelling
Food allergy -- codfish,Facial swelling
Food allergy -- codfish,Breathing difficulties
Food allergy -- codfish,Sore eyes
Food allergy -- codfish,Mouth tingling
Food allergy -- codfish,Headaches
Food allergy -- codfish,Itchy mouth
Food allergy -- codfish,Lip redness
Food allergy -- codfish,Facial redness
Food allergy -- codfish,Skin flushing
Food allergy -- codfish,Runny nose
Food allergy -- codfish,Constipations
Food allergy -- codfish,Shortness of breath or wheezing
Food allergy -- codfish,Diarrhea
Food allergy -- codfish,Abdominal pain
Food allergy -- codfish,Sneezing
Food allergy -- codfish,Itching
Food allergy -- codfish,Red eyes
Food allergy -- codfish,Itchy eyes
Food allergy -- codfish,Asthma
Food allergy -- codfish,Hoarseness
Food allergy -- codfish,Sleep disturbances
Food allergy -- coriander,Nausea
Food allergy -- coriander,Hives
Food allergy -- coriander,Watery eyes
Food allergy -- coriander,Low blood pressure
Food allergy -- coriander,Lightheadedness
Food allergy -- coriander,Sinus pain
Food allergy -- coriander,Eczema
Food allergy -- coriander,Throat swelling
Food allergy -- coriander,Cough
Food allergy -- coriander,Swelling around lips
Food allergy -- coriander,Tongue swelling
Food allergy -- coriander,Facial swelling
Food allergy -- coriander,Breathing difficulties
Food allergy -- coriander,Sore eyes
Food allergy -- coriander,Mouth tingling
Food allergy -- coriander,Headaches
Food allergy -- coriander,Itchy mouth
Food allergy -- coriander,Lip redness
Food allergy -- coriander,Facial redness
Food allergy -- coriander,Skin flushing
Food allergy -- coriander,Runny nose
Food allergy -- coriander,Constipations
Food allergy -- coriander,Shortness of breath or wheezing
Food allergy -- coriander,Diarrhea
Food allergy -- coriander,Abdominal pain
Food allergy -- coriander,Sneezing
Food allergy -- coriander,Itching
Food allergy -- coriander,Red eyes
Food allergy -- coriander,Itchy eyes
Food allergy -- coriander,Asthma
Food allergy -- coriander,Hoarseness
Food allergy -- coriander,Sleep disturbances
Solvent abuse,Nausea
Solvent abuse,Loss of appetite
Solvent abuse,Agitation
Solvent abuse,Hallucinations
Solvent abuse,Disorientation
Solvent abuse,Personality changes
Solvent abuse,Headaches
Solvent abuse,Rash around mouth
Solvent abuse,Dilated pupils
Solvent abuse,Runny nose
Solvent abuse,Irritability
Solvent abuse,Slurred speech
Solvent abuse,Impaired hearing
Solvent abuse,Shortness of breath or wheezing
Solvent abuse,Muscle weakness
Solvent abuse,Intoxicated behaviour
Solvent abuse,Rash around nose
Solvent abuse,Out of character behaviour
Solvent abuse,Movement disorders
Solvent abuse,Depression
Solvent abuse,Poor judgment
Solvent abuse,Nose bleeding
Solvent abuse,Impaired sense of smell
Solvent abuse,Distorted sense of perception
Solvent abuse,Addiction
Solvent abuse,Mood swings
Solvent abuse,Distorted sense of reality
Solvent abuse,Exhaustion
Solvent abuse,Aggressive behavior
Solvent abuse,Incoordination
Solvent abuse,Solvent odour on breath or clothes
Food allergy -- pineapple,Nausea
Food allergy -- pineapple,Hives
Food allergy -- pineapple,Watery eyes
Food allergy -- pineapple,Low blood pressure
Food allergy -- pineapple,Lightheadedness
Food allergy -- pineapple,Sinus pain
Food allergy -- pineapple,Eczema
Food allergy -- pineapple,Throat swelling
Food allergy -- pineapple,Cough
Food allergy -- pineapple,Swelling around lips
Food allergy -- pineapple,Tongue swelling
Food allergy -- pineapple,Facial swelling
Food allergy -- pineapple,Breathing difficulties
Food allergy -- pineapple,Sore eyes
Food allergy -- pineapple,Mouth tingling
Food allergy -- pineapple,Headaches
Food allergy -- pineapple,Itchy mouth
Food allergy -- pineapple,Lip redness
Food allergy -- pineapple,Facial redness
Food allergy -- pineapple,Skin flushing
Food allergy -- pineapple,Runny nose
Food allergy -- pineapple,Constipations
Food allergy -- pineapple,Shortness of breath or wheezing
Food allergy -- pineapple,Diarrhea
Food allergy -- pineapple,Abdominal pain
Food allergy -- pineapple,Sneezing
